game_id,game_date,home_team,away_team,home_score,away_score,home_win,status
823295,2026-05-27,Padres,Phillies,0,3,0,Final
824836,2026-05-27,Orioles,Rays,11,2,1,Final
824270,2026-05-27,Tigers,Angels,4,0,1,Final
823376,2026-05-27,Pirates,Cubs,4,10,0,Final
824756,2026-05-27,Red Sox,Braves,8,0,1,Final
823626,2026-05-27,Mets,Reds,4,2,1,Final
824596,2026-05-27,White Sox,Twins,15,2,1,Final
824104,2026-05-27,Royals,Yankees,0,7,0,Final
822897,2026-05-28,Rangers,Astros,3,4,0,Final
823947,2026-05-28,Dodgers,Rockies,4,1,1,Final
824272,2026-05-28,Tigers,Angels,1,7,0,Final
824595,2026-05-28,White Sox,Twins,6,2,1,Final
824757,2026-05-28,Red Sox,Braves,2,10,0,Final
824834,2026-05-28,Orioles,Blue Jays,1,2,0,Final
823378,2026-05-28,Pirates,Cubs,2,7,0,Final
822896,2026-05-29,Rangers,Astros,1,5,0,Final
824515,2026-05-29,Reds,Braves,3,8,0,Final
822732,2026-05-29,Nationals,Padres,5,7,0,Final
823377,2026-05-29,Pirates,Twins,6,5,1,Final
824835,2026-05-29,Orioles,Blue Jays,5,6,0,Final
824433,2026-05-29,Guardians,Red Sox,4,3,1,Final
822978,2026-05-29,Rays,Angels,8,5,1,Final
823623,2026-05-29,Mets,Marlins,9,7,1,Final
823055,2026-05-29,Cardinals,Cubs,6,5,1,Final
824594,2026-05-29,White Sox,Tigers,4,3,1,Final
822894,2026-05-30,Rangers,Royals,9,1,1,Final
824191,2026-05-30,Astros,Brewers,4,5,0,Final
824353,2026-05-30,Rockies,Giants,8,6,1,Final
825002,2026-05-30,Athletics,Yankees,2,8,0,Final
823135,2026-05-30,Mariners,D-backs,7,6,1,Final
823946,2026-05-30,Dodgers,Phillies,4,2,1,Final
824593,2026-05-30,White Sox,Tigers,7,1,1,Final
822731,2026-05-30,Nationals,Padres,9,4,1,Final
822893,2026-05-30,Rangers,Royals,7,6,1,Final
824833,2026-05-30,Orioles,Blue Jays,6,5,1,Final
823375,2026-05-30,Pirates,Twins,10,9,1,Final
824431,2026-05-30,Guardians,Red Sox,1,9,0,Final
822975,2026-05-30,Rays,Angels,3,14,0,Final
823622,2026-05-30,Mets,Marlins,6,1,1,Final
824190,2026-05-30,Astros,Brewers,9,2,1,Final
823054,2026-05-30,Cardinals,Cubs,1,6,0,Final
824513,2026-05-30,Reds,Braves,2,5,0,Final
824352,2026-05-31,Rockies,Giants,8,3,1,Final
825000,2026-05-31,Athletics,Yankees,6,4,1,Final
823132,2026-05-31,Mariners,D-backs,5,1,1,Final
823945,2026-05-31,Dodgers,Phillies,3,4,0,Final
824832,2026-05-31,Orioles,Blue Jays,9,5,1,Final
822729,2026-05-31,Nationals,Padres,4,2,1,Final
823373,2026-05-31,Pirates,Twins,9,3,1,Final
824430,2026-05-31,Guardians,Red Sox,4,9,0,Final
822976,2026-05-31,Rays,Angels,5,2,1,Final
824512,2026-05-31,Reds,Braves,6,4,1,Final
823621,2026-05-31,Mets,Marlins,10,1,1,Final
824592,2026-05-31,White Sox,Tigers,2,1,1,Final
824187,2026-05-31,Astros,Brewers,0,2,0,Final
822895,2026-05-31,Rangers,Royals,6,3,1,Final
824354,2026-05-31,Rockies,Giants,6,19,0,Final
825001,2026-05-31,Athletics,Yankees,8,13,0,Final
823133,2026-05-31,Mariners,D-backs,3,2,1,Final
823944,2026-05-31,Dodgers,Phillies,9,1,1,Final
823053,2026-05-31,Cardinals,Cubs,5,1,1,Final
822974,2026-06-01,Rays,Tigers,9,10,0,Final
822730,2026-06-01,Nationals,Marlins,3,7,0,Final
824510,2026-06-01,Reds,Royals,2,9,0,Final
823702,2026-06-01,Twins,White Sox,9,6,1,Final
823781,2026-06-01,Brewers,Giants,16,2,1,Final
823050,2026-06-01,Cardinals,Rangers,1,2,0,Final
824027,2026-06-02,Angels,Rockies,8,9,0,Final
825078,2026-06-02,D-backs,Dodgers,4,1,1,Final
823131,2026-06-02,Mariners,Mets,3,2,1,Final
822971,2026-06-02,Rays,Tigers,0,8,0,Final
823460,2026-06-02,Phillies,Padres,3,2,1,Final
824754,2026-06-02,Red Sox,Orioles,2,4,0,Final
822728,2026-06-02,Nationals,Marlins,3,7,0,Final
823541,2026-06-02,Yankees,Guardians,4,9,0,Final
824511,2026-06-02,Reds,Royals,4,3,1,Final
824918,2026-06-02,Braves,Blue Jays,4,3,1,Final
823700,2026-06-02,Twins,White Sox,6,4,1,Final
823782,2026-06-02,Brewers,Giants,8,3,1,Final
823052,2026-06-02,Cardinals,Rangers,4,7,0,Final
824675,2026-06-03,Cubs,Athletics,1,2,0,Final
824189,2026-06-03,Astros,Pirates,6,10,0,Final
824026,2026-06-03,Angels,Rockies,2,8,0,Final
825079,2026-06-03,D-backs,Dodgers,5,6,0,Final
823129,2026-06-03,Mariners,Mets,8,3,1,Final
822727,2026-06-03,Nationals,Marlins,1,4,0,Final
822973,2026-06-03,Rays,Tigers,2,7,0,Final
823701,2026-06-03,Twins,White Sox,0,8,0,Final
823130,2026-06-03,Mariners,Mets,1,7,0,Final
823456,2026-06-03,Phillies,Padres,3,2,1,Final
824755,2026-06-03,Red Sox,Orioles,8,1,1,Final
823540,2026-06-03,Yankees,Guardians,4,5,0,Final
824509,2026-06-03,Reds,Royals,2,5,0,Final
824917,2026-06-03,Braves,Blue Jays,7,3,1,Final
823780,2026-06-03,Brewers,Giants,0,1,0,Final
823051,2026-06-03,Cardinals,Rangers,5,3,1,Final
824671,2026-06-04,Cubs,Athletics,4,5,0,Final
824188,2026-06-04,Astros,Pirates,11,9,1,Final
824024,2026-06-04,Angels,Rockies,11,4,1,Final
825077,2026-06-04,D-backs,Dodgers,0,7,0,Final
823457,2026-06-04,Phillies,Padres,6,4,1,Final
824753,2026-06-04,Red Sox,Orioles,2,8,0,Final
823542,2026-06-04,Yankees,Guardians,2,1,1,Final
823779,2026-06-04,Brewers,Giants,9,12,0,Final
824919,2026-06-04,Braves,Blue Jays,2,7,0,Final
823698,2026-06-04,Twins,Royals,6,8,0,Final
824672,2026-06-05,Cubs,Athletics,7,6,1,Final
824185,2026-06-05,Astros,Pirates,1,5,0,Final
825076,2026-06-05,D-backs,Dodgers,3,2,1,Final
824673,2026-06-05,Cubs,Giants,3,18,0,Final
824271,2026-06-05,Tigers,Mariners,7,3,1,Final
823455,2026-06-05,Phillies,White Sox,8,6,1,Final
823538,2026-06-05,Yankees,Red Sox,3,5,0,Final
822810,2026-06-05,Blue Jays,Orioles,3,13,0,Final
823860,2026-06-05,Marlins,Rays,0,6,0,Final
824914,2026-06-05,Braves,Pirates,6,3,1,Final
824186,2026-06-06,Astros,Athletics,5,1,1,Final
823049,2026-06-06,Cardinals,Reds,10,3,1,Final
822892,2026-06-06,Rangers,Guardians,3,2,1,Final
823699,2026-06-06,Twins,Royals,5,3,1,Final
824350,2026-06-06,Rockies,Brewers,7,9,0,Final
825073,2026-06-06,D-backs,Nationals,1,14,0,Final
823293,2026-06-06,Padres,Mets,0,5,0,Final
823943,2026-06-06,Dodgers,Angels,1,0,1,Final
824269,2026-06-06,Tigers,Mariners,0,4,0,Final
823697,2026-06-06,Twins,Royals,2,3,0,Final
823048,2026-06-06,Cardinals,Reds,6,5,1,Final
824669,2026-06-06,Cubs,Giants,3,2,1,Final
822808,2026-06-06,Blue Jays,Orioles,6,4,1,Final
823454,2026-06-06,Phillies,White Sox,3,6,0,Final
825075,2026-06-06,D-backs,Nationals,1,6,0,Final
824184,2026-06-06,Astros,Athletics,13,2,1,Final
824915,2026-06-06,Braves,Pirates,6,3,1,Final
823859,2026-06-06,Marlins,Rays,4,3,1,Final
822891,2026-06-06,Rangers,Guardians,0,6,0,Final
824351,2026-06-07,Rockies,Brewers,1,7,0,Final
823942,2026-06-07,Dodgers,Angels,9,2,1,Final
823292,2026-06-07,Padres,Mets,3,2,1,Final
824916,2026-06-07,Braves,Pirates,3,2,1,Final
823453,2026-06-07,Phillies,White Sox,9,5,1,Final
823537,2026-06-07,Yankees,Red Sox,6,1,1,Final
822807,2026-06-07,Blue Jays,Orioles,6,4,1,Final
824268,2026-06-07,Tigers,Mariners,5,4,1,Final
823857,2026-06-07,Marlins,Rays,4,1,1,Final
824183,2026-06-07,Astros,Athletics,0,5,0,Final
823696,2026-06-07,Twins,Royals,5,6,0,Final
823047,2026-06-07,Cardinals,Reds,5,3,1,Final
822890,2026-06-07,Rangers,Guardians,10,0,1,Final
824349,2026-06-07,Rockies,Brewers,4,12,0,Final
825074,2026-06-07,D-backs,Nationals,5,1,1,Final
823941,2026-06-07,Dodgers,Angels,5,13,0,Final
823291,2026-06-07,Padres,Mets,3,7,0,Final
824670,2026-06-08,Cubs,Giants,1,2,0,Final
824829,2026-06-08,Orioles,Mariners,3,6,0,Final
822972,2026-06-08,Rays,Red Sox,3,1,1,Final
824427,2026-06-08,Guardians,Yankees,5,7,0,Final
822806,2026-06-08,Blue Jays,Phillies,2,5,0,Final
824025,2026-06-09,Angels,Astros,4,5,0,Final
823289,2026-06-09,Padres,Reds,6,2,1,Final
823218,2026-06-09,Giants,Nationals,3,4,0,Final
824998,2026-06-09,Athletics,Brewers,14,15,0,Final
824830,2026-06-09,Orioles,Mariners,5,6,0,Final
823374,2026-06-09,Pirates,Dodgers,3,12,0,Final
822969,2026-06-09,Rays,Red Sox,4,3,1,Final
824267,2026-06-09,Tigers,Twins,10,4,1,Final
823858,2026-06-09,Marlins,D-backs,10,6,1,Final
824429,2026-06-09,Guardians,Yankees,2,3,0,Final
822805,2026-06-09,Blue Jays,Phillies,3,2,1,Final
823620,2026-06-09,Mets,Cardinals,0,7,0,Final
824105,2026-06-09,Royals,Rangers,5,3,1,Final
824591,2026-06-09,White Sox,Braves,6,5,1,Final
824347,2026-06-10,Rockies,Cubs,7,3,1,Final
824023,2026-06-10,Angels,Astros,10,1,1,Final
823290,2026-06-10,Padres,Reds,3,5,0,Final
823214,2026-06-10,Giants,Nationals,3,6,0,Final
824999,2026-06-10,Athletics,Brewers,7,5,1,Final
822970,2026-06-10,Rays,Red Sox,7,5,1,Final
824428,2026-06-10,Guardians,Yankees,4,8,0,Final
823215,2026-06-10,Giants,Nationals,11,10,1,Final
823287,2026-06-10,Padres,Reds,5,4,1,Final
824831,2026-06-10,Orioles,Mariners,7,2,1,Final
823372,2026-06-10,Pirates,Dodgers,9,8,1,Final
824266,2026-06-10,Tigers,Twins,4,6,0,Final
823856,2026-06-10,Marlins,D-backs,8,0,1,Final
822804,2026-06-10,Blue Jays,Phillies,4,7,0,Final
823618,2026-06-10,Mets,Cardinals,2,9,0,Final
824103,2026-06-10,Royals,Rangers,4,6,0,Final
824590,2026-06-10,White Sox,Braves,2,1,1,Final
824348,2026-06-11,Rockies,Cubs,3,2,1,Final
824996,2026-06-11,Athletics,Brewers,4,3,1,Final
824022,2026-06-11,Angels,Astros,3,2,1,Final
823619,2026-06-11,Mets,Cardinals,5,4,1,Final
824265,2026-06-11,Tigers,Twins,11,0,1,Final
823855,2026-06-11,Marlins,D-backs,2,0,1,Final
824101,2026-06-11,Royals,Rangers,2,4,0,Final
824346,2026-06-11,Rockies,Cubs,3,9,0,Final
823371,2026-06-11,Pirates,Dodgers,6,8,0,Final
824827,2026-06-11,Orioles,Mariners,7,5,1,Final
823370,2026-06-12,Pirates,Marlins,3,8,0,Final
822726,2026-06-12,Nationals,Mariners,2,10,0,Final
824826,2026-06-12,Orioles,Padres,7,3,1,Final
824425,2026-06-12,Guardians,Tigers,3,2,1,Final
824752,2026-06-12,Red Sox,Rangers,10,1,1,Final
824507,2026-06-12,Reds,D-backs,2,5,0,Final
823617,2026-06-12,Mets,Braves,7,5,1,Final
822803,2026-06-12,Blue Jays,Yankees,8,5,1,Final
824588,2026-06-12,White Sox,Dodgers,8,2,1,Final
823778,2026-06-12,Brewers,Phillies,6,0,1,Final
824102,2026-06-13,Royals,Astros,8,10,0,Final
823695,2026-06-13,Twins,Cardinals,9,8,1,Final
824020,2026-06-13,Angels,Rays,4,3,1,Final
824997,2026-06-13,Athletics,Rockies,6,4,1,Final
823211,2026-06-13,Giants,Cubs,1,5,0,Final
823694,2026-06-13,Twins,Cardinals,6,9,0,Final
822802,2026-06-13,Blue Jays,Yankees,1,3,0,Final
824828,2026-06-13,Orioles,Padres,3,9,0,Final
822725,2026-06-13,Nationals,Mariners,8,3,1,Final
823369,2026-06-13,Pirates,Marlins,3,2,1,Final
824508,2026-06-13,Reds,D-backs,2,1,1,Final
824426,2026-06-13,Guardians,Tigers,3,1,1,Final
824749,2026-06-13,Red Sox,Rangers,6,3,1,Final
823616,2026-06-13,Mets,Braves,1,3,0,Final
824587,2026-06-13,White Sox,Dodgers,1,7,0,Final
