game_id,game_date,home_team,away_team,home_lineup_confirmed,away_lineup_confirmed,home_projected_lineup_available,away_projected_lineup_available,home_projected_lineup_status,away_projected_lineup_status,home_projected_player_ids_json,away_projected_player_ids_json,home_projected_player_count,away_projected_player_count,home_projected_top3_player_ids,away_projected_top3_player_ids,home_projected_lineup_reason,away_projected_lineup_reason,projected_lineup_source,projected_lineup_captured_at
823782,2026-06-02,Milwaukee Brewers,San Francisco Giants,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[592885, 694192, 668930, 661388, 641343, 669003, 686217, 650859, 666152]","[669477, 646240, 650333, 642715, 656305, 671083, 691740, 682674, 813841]",9,9,"592885,694192,668930","669477,646240,650333",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
823857,2026-06-07,Miami Marlins,Tampa Bay Rays,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
823859,2026-06-06,Miami Marlins,Tampa Bay Rays,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
823860,2026-06-05,Miami Marlins,Tampa Bay Rays,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[689414, 672640, 669065, 669364, 691594, 683357, 805300, 691788, 665923]","[802415, 691406, 666018, 650490, 680700, 668723, 656775, 663743, 670764]",9,9,"689414,672640,669065","802415,691406,666018",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
823941,2026-06-07,Los Angeles Dodgers,Los Angeles Angels,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
823942,2026-06-06,Los Angeles Dodgers,Los Angeles Angels,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
823943,2026-06-05,Los Angeles Dodgers,Los Angeles Angels,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[660271, 681624, 518692, 605141, 663656, 669257, 669743, 500743, 669289]","[687263, 545361, 685133, 624585, 687093, 666176, 622268, 672724, 681351]",9,9,"660271,681624,518692","687263,545361,685133",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
823944,2026-05-31,Los Angeles Dodgers,Philadelphia Phillies,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[660271, 681624, 518692, 605141, 663656, 571970, 669899, 687221, 690976]","[656941, 607208, 547180, 669016, 664761, 681082, 592663, 666969, 702222]",9,9,"660271,681624,518692","656941,607208,547180",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
823945,2026-05-30,Los Angeles Dodgers,Philadelphia Phillies,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824024,2026-06-03,Los Angeles Angels,Colorado Rockies,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[624585, 545361, 685133, 687093, 672724, 622268, 663611, 642350, 681351]","[664983, 671289, 681198, 696100, 687859, 650489, 694514, 691720, 666397]",9,9,"624585,545361,685133","664983,671289,681198",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824025,2026-06-08,Los Angeles Angels,Houston Astros,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824026,2026-06-02,Los Angeles Angels,Colorado Rockies,True,False,True,False,confirmed_lineup_available,unavailable,"[624585, 545361, 685133, 687093, 666176, 622268, 672724, 665861, 624428]",[],9,0,"624585,545361,685133",,Confirmed lineup already available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824027,2026-06-01,Los Angeles Angels,Colorado Rockies,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[687263, 545361, 687093, 624585, 666176, 672724, 642350, 681351, 663611]","[664983, 671289, 696100, 687859, 650489, 678662, 666397, 694514, 691720]",9,9,"687263,545361,687093","664983,671289,696100",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824183,2026-06-07,Houston Astros,Athletics,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824184,2026-06-06,Houston Astros,Athletics,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824185,2026-06-04,Houston Astros,Pittsburgh Pirates,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[665161, 670541, 572233, 670623, 664774, 701358, 666211, 805672, 669397]","[687462, 664040, 668804, 656811, 693304, 665833, 682848, 663968, 669707]",9,9,"665161,670541,572233","687462,664040,668804",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824186,2026-06-05,Houston Astros,Athletics,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[665161, 670541, 572233, 670623, 514888, 701358, 676694, 669397, 543877]","[666126, 669127, 701762, 667670, 691016, 703607, 680869, 643446, 687231]",9,9,"665161,670541,572233","666126,669127,701762",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824187,2026-05-31,Houston Astros,Milwaukee Brewers,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[665161, 670541, 572233, 666211, 670623, 701358, 676694, 669397, 543877]","[592885, 669003, 668930, 683734, 641343, 596142, 686217, 666152, 687401]",9,9,"665161,670541,572233","592885,669003,668930",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824188,2026-06-03,Houston Astros,Pittsburgh Pirates,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[665161, 670541, 572233, 670623, 701358, 676694, 701305, 669397, 543877]","[687462, 664040, 668804, 693304, 665833, 542303, 691373, 669707, 680779]",9,9,"665161,670541,572233","687462,664040,668804",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824189,2026-06-02,Houston Astros,Pittsburgh Pirates,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[665161, 670541, 572233, 670623, 666211, 701358, 676694, 694728, 543877]","[687462, 664040, 668804, 656811, 693304, 665833, 682848, 663968, 669707]",9,9,"665161,670541,572233","687462,664040,668804",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824190,2026-05-30,Houston Astros,Milwaukee Brewers,True,True,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824268,2026-06-07,Detroit Tigers,Seattle Mariners,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824269,2026-06-06,Detroit Tigers,Seattle Mariners,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824271,2026-06-05,Detroit Tigers,Seattle Mariners,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[650402, 805808, 693307, 681481, 682985, 679529, 690993, 656716, 670097]","[641487, 677594, 668227, 647304, 608701, 641598, 702284, 645302, 806068]",9,9,"650402,805808,693307","641487,677594,668227",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824349,2026-06-07,Colorado Rockies,Milwaukee Brewers,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824350,2026-06-05,Colorado Rockies,Milwaukee Brewers,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[664983, 671289, 681198, 696100, 687859, 650489, 678662, 694514, 666397]","[592885, 694192, 668930, 661388, 641343, 669003, 686217, 650859, 666152]",9,9,"664983,671289,681198","592885,694192,668930",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824351,2026-06-06,Colorado Rockies,Milwaukee Brewers,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824352,2026-05-30,Colorado Rockies,San Francisco Giants,False,True,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824354,2026-05-31,Colorado Rockies,San Francisco Giants,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[650489, 671289, 681198, 696100, 678662, 691720, 664983, 690924, 677060]","[669477, 646240, 650333, 642715, 808982, 656305, 805811, 691740, 687551]",9,9,"650489,671289,681198","669477,646240,650333",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824427,2026-06-08,Cleveland Guardians,New York Yankees,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824430,2026-05-31,Cleveland Guardians,Boston Red Sox,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[683953, 608070, 800050, 656555, 681807, 700932, 656413, 595978, 677587]","[680776, 681508, 677800, 807799, 643396, 702332, 691785, 657136, 665966]",9,9,"683953,608070,800050","680776,681508,677800",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824431,2026-05-30,Cleveland Guardians,Boston Red Sox,True,True,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824509,2026-06-03,Cincinnati Reds,Kansas City Royals,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[694362, 668709, 701398, 663993, 553993, 668715, 666181, 663886, 680574]","[695600, 677951, 686469, 521692, 695506, 686555, 686681, 679845, 664728]",9,9,"694362,668709,701398","695600,677951,686469",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824510,2026-06-01,Cincinnati Reds,Kansas City Royals,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[694362, 668709, 701398, 553993, 663993, 668715, 663886, 695490, 680574]","[695600, 677951, 686469, 695506, 686555, 657041, 686681, 679845, 664728]",9,9,"694362,668709,701398","695600,677951,686469",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824511,2026-06-02,Cincinnati Reds,Kansas City Royals,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[667472, 668709, 701398, 553993, 668715, 663886, 694362, 695490, 680574]","[657041, 677951, 521692, 516782, 686469, 679845, 695506, 686475, 686681]",9,9,"667472,668709,701398","657041,677951,521692",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824512,2026-05-31,Cincinnati Reds,Atlanta Braves,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[694362, 682829, 668709, 701398, 553993, 663993, 668715, 666181, 664731]","[660670, 671739, 621566, 645277, 643289, 663586, 622761, 673490, 644433]",9,9,"694362,682829,668709","660670,671739,621566",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824513,2026-05-30,Cincinnati Reds,Atlanta Braves,True,True,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824592,2026-05-31,Chicago White Sox,Detroit Tigers,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[803011, 678246, 643217, 695657, 805367, 694378, 671976, 691011, 807747]","[690993, 805808, 679529, 681481, 682985, 663837, 672761, 656716, 668670]",9,9,"803011,678246,643217","690993,805808,679529",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824593,2026-05-30,Chicago White Sox,Detroit Tigers,True,True,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824669,2026-06-06,Chicago Cubs,San Francisco Giants,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824670,2026-06-07,Chicago Cubs,San Francisco Giants,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824671,2026-06-03,Chicago Cubs,Athletics,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[663538, 691718, 608324, 673548, 664023, 621020, 683737, 699393, 665804]","[666126, 701762, 669127, 691016, 667670, 671732, 680869, 643446, 675961]",9,9,"663538,691718,608324","666126,701762,669127",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824672,2026-06-04,Chicago Cubs,Athletics,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[691718, 624424, 683737, 608324, 664023, 663538, 694208, 699393, 621020]","[703607, 701762, 669127, 687515, 691016, 641680, 680869, 643446, 675961]",9,9,"691718,624424,683737","703607,701762,669127",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824673,2026-06-05,Chicago Cubs,San Francisco Giants,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[663538, 691718, 608324, 673548, 664023, 608348, 683737, 665804, 621020]","[669477, 646240, 650333, 642715, 808982, 805811, 656305, 691740, 687551]",9,9,"663538,691718,608324","669477,646240,650333",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824675,2026-06-02,Chicago Cubs,Athletics,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[663538, 691718, 608324, 673548, 664023, 608348, 683737, 682634, 621020]","[666126, 701762, 669127, 691016, 667670, 703607, 643446, 680869, 687231]",9,9,"663538,691718,608324","666126,701762,669127",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824753,2026-06-04,Boston Red Sox,Baltimore Orioles,True,False,True,False,confirmed_lineup_available,unavailable,"[680776, 678882, 677800, 575929, 643396, 655316, 702332, 665966, 657136]",[],9,0,"680776,678882,677800",,Confirmed lineup already available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824754,2026-06-02,Boston Red Sox,Baltimore Orioles,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[680776, 678882, 677800, 575929, 807799, 681508, 643396, 691785, 702332]","[621493, 683002, 668939, 624413, 694212, 691723, 641933, 665750, 677942]",9,9,"680776,678882,677800","621493,683002,668939",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824755,2026-06-03,Boston Red Sox,Baltimore Orioles,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[680776, 678882, 677800, 575929, 807799, 681508, 643396, 691785, 702332]","[621493, 683002, 668939, 624413, 691723, 694212, 641933, 702616, 677942]",9,9,"680776,678882,677800","621493,683002,668939",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824829,2026-06-08,Baltimore Orioles,Seattle Mariners,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824832,2026-05-31,Baltimore Orioles,Toronto Blue Jays,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[621493, 683002, 668939, 624413, 694212, 665750, 681297, 677942, 702616]","[664770, 665489, 662139, 672960, 676391, 660821, 807727, 665926, 678218]",9,9,"621493,683002,668939","664770,665489,662139",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824833,2026-05-30,Baltimore Orioles,Toronto Blue Jays,True,True,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824914,2026-06-05,Atlanta Braves,Pittsburgh Pirates,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[660670, 671739, 621566, 645277, 643289, 642086, 663586, 573262, 506702]","[693304, 664040, 668804, 542303, 665833, 691373, 687462, 669707, 680779]",9,9,"660670,671739,621566","693304,664040,668804",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824915,2026-06-06,Atlanta Braves,Pittsburgh Pirates,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824916,2026-06-07,Atlanta Braves,Pittsburgh Pirates,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824917,2026-06-03,Atlanta Braves,Toronto Blue Jays,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[660670, 671739, 621566, 645277, 643289, 663586, 642201, 673490, 644433]","[664770, 682818, 665489, 660821, 676391, 662139, 672960, 665926, 678218]",9,9,"660670,671739,621566","664770,682818,665489",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824918,2026-06-02,Atlanta Braves,Toronto Blue Jays,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[660670, 671739, 621566, 645277, 642086, 663586, 573262, 622761, 506702]","[543807, 664770, 665489, 662139, 676391, 682818, 672960, 665926, 678218]",9,9,"660670,671739,621566","543807,664770,665489",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824919,2026-06-04,Atlanta Braves,Toronto Blue Jays,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[660670, 643289, 621566, 645277, 671739, 642086, 663586, 573262, 506702]","[543807, 676391, 665489, 672960, 807727, 664770, 664702, 623168, 682818]",9,9,"660670,643289,621566","543807,676391,665489",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
824998,2026-06-08,Athletics,Milwaukee Brewers,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
825000,2026-05-30,Athletics,New York Yankees,True,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
825001,2026-05-31,Athletics,New York Yankees,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[666126, 667670, 701762, 691016, 641680, 671732, 680869, 643446, 687231]","[502671, 700250, 592450, 641355, 676609, 663757, 683011, 680474, 669224]",9,9,"666126,667670,701762","502671,700250,592450",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
825073,2026-06-05,Arizona Diamondbacks,Washington Nationals,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[606466, 814439, 682998, 571448, 694410, 672695, 694371, 605244, 678489]","[695578, 671277, 677588, 682928, 695734, 678391, 686611, 686452, 683083]",9,9,"606466,814439,682998","695578,671277,677588",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
825074,2026-06-07,Arizona Diamondbacks,Washington Nationals,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
825075,2026-06-06,Arizona Diamondbacks,Washington Nationals,False,False,False,False,unavailable,unavailable,[],[],0,0,,,No confirmed or projected lineup source available,No confirmed or projected lineup source available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
825076,2026-06-04,Arizona Diamondbacks,Los Angeles Dodgers,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[606466, 682998, 672515, 571448, 814439, 545121, 672695, 699912, 694371]","[605141, 518692, 681624, 663656, 669257, 571970, 669899, 687221, 690976]",9,9,"606466,682998,672515","605141,518692,681624",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
825077,2026-06-03,Arizona Diamondbacks,Los Angeles Dodgers,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[672695, 682998, 672515, 571448, 656976, 814439, 545121, 699912, 694371]","[660271, 681624, 518692, 605141, 663656, 571970, 669257, 669743, 690976]",9,9,"672695,682998,672515","660271,681624,518692",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
825078,2026-06-01,Arizona Diamondbacks,Los Angeles Dodgers,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[606466, 682998, 672695, 571448, 656976, 672515, 545121, 678489, 694371]","[660271, 681624, 518692, 605141, 663656, 669257, 571970, 500743, 669743]",9,9,"606466,682998,672695","660271,681624,518692",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
825079,2026-06-02,Arizona Diamondbacks,Los Angeles Dodgers,True,True,True,True,confirmed_lineup_available,confirmed_lineup_available,"[606466, 682998, 672515, 571448, 814439, 545121, 699912, 678489, 694371]","[660271, 681624, 518692, 605141, 663656, 571970, 669899, 687221, 690976]",9,9,"606466,682998,672515","660271,681624,518692",Confirmed lineup already available,Confirmed lineup already available,projected_lineup_v1,2026-06-08T14:51:33.470401+00:00
